date,DAH,treatment,tunnel,fruit_weight(g),fruit no.,basket_weight(g),verde (g),deforme (g),scarto (g),oidio (g),,notes
27/05/2025,7,control,C3,20.4,1,,,,,,,
27/05/2025,7,control,C3,29.2,1,,,,,,,
27/05/2025,7,control,C3,17.2,1,,,,,,,
27/05/2025,7,control,C3,24.6,1,,,,,,,
27/05/2025,7,control,C3,18.5,1,,,,,,,
27/05/2025,7,control,C3,15.1,1,,,,,,,
27/05/2025,7,control,C3,6.7,1,,,,,,,
27/05/2025,7,control,C3,37.5,1,,,,37.5,,,bacato
27/05/2025,7,control,C3,17.4,1,,,,,,,
27/05/2025,7,control,C3,38.7,1,,,,,,,
27/05/2025,7,control,C3,32.1,1,,,,,,,
27/05/2025,7,control,C3,17.8,1,,,,,,,
27/05/2025,7,control,C3,28.4,1,,,,,,,
27/05/2025,7,control,C3,38.8,1,,,,,,,
27/05/2025,7,control,C3,33.9,1,,,,,,,
27/05/2025,7,control,C3,18.2,1,,,,,,,
27/05/2025,7,control,C3,36.5,1,,,,,,,
27/05/2025,7,control,C3,47.7,1,,,,,,,
27/05/2025,7,control,C3,32.5,1,,,,,,,
27/05/2025,7,control,C3,40,1,,,,,,,
27/05/2025,7,control,C3,19,1,,,,,,,
27/05/2025,7,control,C3,22,1,,,,,,,
27/05/2025,7,control,C3,38.1,1,,,,,,,
27/05/2025,7,control,C3,22.3,1,,,,,,,
27/05/2025,7,control,C3,20.4,1,,,,,,,
27/05/2025,7,control,C3,24.3,1,,,,,,,
27/05/2025,7,control,C3,21.9,1,,,,,,,
27/05/2025,7,control,C3,22.4,1,,,,,,,
27/05/2025,7,control,C3,25.3,1,,,,,,,
27/05/2025,7,control,C3,21.6,1,,,,,,,
27/05/2025,7,control,C3,33.6,1,,,,,,,
27/05/2025,7,control,C3,20.6,1,,,,,,,
27/05/2025,7,control,C3,23.5,1,,,,,,,
27/05/2025,7,control,C3,25,1,,,,,,,
27/05/2025,7,control,C3,22.8,1,,,,,,,
27/05/2025,7,control,C3,21.6,1,,,,,,,
27/05/2025,7,control,C3,19.9,1,,,,,,,
27/05/2025,7,control,C3,29.9,1,,,,,,,
27/05/2025,7,control,C3,20.1,1,,,,,,,
27/05/2025,7,control,C3,37.8,1,,,,,,,
27/05/2025,7,control,C3,43.1,1,,,,,,,
27/05/2025,7,control,C3,46.3,1,,,,,,,
27/05/2025,7,control,C3,38.4,1,,,,,,,
27/05/2025,7,control,C3,53,1,,,,,,,
27/05/2025,7,control,C3,21.1,1,,,,,,,
27/05/2025,7,control,C3,18.5,1,,,,,,,
27/05/2025,7,control,C3,41.4,1,,,,,,,
27/05/2025,7,control,C3,27.7,1,,,,,,,
27/05/2025,7,control,C3,29.2,1,,,,,,,
27/05/2025,7,control,C3,23.7,1,,,,,,,
27/05/2025,7,control,C3,26.2,1,,,,,,,
27/05/2025,7,control,C3,27.1,1,,,,,,,
27/05/2025,7,control,C3,24.2,1,,,,,,,
27/05/2025,7,control,C3,27.9,1,,,,,,,
27/05/2025,7,control,C3,33.8,1,,,,,,,
30/05/2025,10,shaded,S1,18.2,1,,,,,,,
30/05/2025,10,shaded,S1,17.4,1,,,,,,,
30/05/2025,10,shaded,S1,12.2,1,,,,,,,
30/05/2025,10,shaded,S1,13.6,1,,,,,,,
30/05/2025,10,shaded,S1,18.5,1,,,,,,,
30/05/2025,10,shaded,S1,36.4,1,,,,,,,
30/05/2025,10,shaded,S1,42.5,1,,,,,,,
30/05/2025,10,shaded,S1,15.8,1,,,,,,,
30/05/2025,10,shaded,S1,19.9,1,,,,,,,
30/05/2025,10,shaded,S1,25.4,1,,,,,,,
30/05/2025,10,shaded,S1,14.9,1,,,,,,,
30/05/2025,10,shaded,S1,18.9,1,,,,,,,
30/05/2025,10,shaded,S1,23.3,1,,,,,,,
30/05/2025,10,shaded,S1,16,1,,,,,,,
30/05/2025,10,shaded,S1,28.5,1,,,,,,,
30/05/2025,10,shaded,S1,20.2,1,,,,,,,
30/05/2025,10,shaded,S1,34.8,1,,,,,,,
30/05/2025,10,shaded,S1,20.5,1,,,,,,,
30/05/2025,10,shaded,S1,20.6,1,,,,,,,
30/05/2025,10,shaded,S1,22.2,1,,,,,,,
30/05/2025,10,shaded,S1,18.8,1,,,,,,,
30/05/2025,10,shaded,S1,30.5,1,,,,,,,
30/05/2025,10,shaded,S1,20.3,1,,,,,,,
30/05/2025,10,shaded,S1,20.5,1,,,,,,,
30/05/2025,10,shaded,S1,18.3,1,,,,,,,
30/05/2025,10,shaded,S1,15.5,1,,,,,,,
30/05/2025,10,shaded,S1,24.6,1,,,,,,,
30/05/2025,10,shaded,S1,11.8,1,,,,,,,
30/05/2025,10,shaded,S1,23.4,1,,,,,,,
30/05/2025,10,shaded,S1,18.8,1,,,,,,,
30/05/2025,10,shaded,S1,37.4,1,,,,,,,
30/05/2025,10,shaded,S1,20.9,1,,,,,,,
30/05/2025,10,shaded,S1,21.9,1,,,,,,,
30/05/2025,10,shaded,S1,13.1,1,,,,,,,
30/05/2025,10,shaded,S1,15.9,1,,,,,,,
30/05/2025,10,shaded,S1,17.9,1,,,,,,,
30/05/2025,10,shaded,S1,15,1,,,,,,,
30/05/2025,10,shaded,S1,22,1,,,,,,,
30/05/2025,10,shaded,S1,24.5,1,,,,,,,
30/05/2025,10,shaded,S1,13.2,1,,,,,,,
30/05/2025,10,shaded,S1,18.8,1,,,,,,,
30/05/2025,10,shaded,S1,16.2,1,,,,,,,
30/05/2025,10,shaded,S1,11.9,1,,,,,,,
30/05/2025,10,shaded,S2,26.4,1,,,,,,,
30/05/2025,10,shaded,S2,21.9,1,,,,,,,
30/05/2025,10,shaded,S2,24.7,1,,,,,,,
30/05/2025,10,shaded,S2,33.8,1,,,,,,,
30/05/2025,10,shaded,S2,20.5,1,,,,,,,
30/05/2025,10,shaded,S2,20.9,1,,,,,,,
30/05/2025,10,shaded,S2,18.7,1,,,,,,,
30/05/2025,10,shaded,S2,14.6,1,,,,,,,
30/05/2025,10,shaded,S2,19.8,1,,,,,,,
30/05/2025,10,shaded,S2,24.8,1,,,,,,,
30/05/2025,10,shaded,S2,23.7,1,,,,,,,
30/05/2025,10,shaded,S2,17.6,1,,,,,,,
30/05/2025,10,shaded,S2,22,1,,,,,,,
30/05/2025,10,shaded,S2,18.5,1,,,,,,,
30/05/2025,10,shaded,S2,14.1,1,,,,,,,
30/05/2025,10,shaded,S2,17.7,1,,,,,,,
30/05/2025,10,shaded,S2,20,1,,,,,,,
30/05/2025,10,shaded,S2,20.5,1,,,,,,,
30/05/2025,10,shaded,S2,14.6,1,,,,,,,
30/05/2025,10,shaded,S2,21.9,1,,,,,,,
30/05/2025,10,shaded,S2,22.3,1,,,,,,,
30/05/2025,10,shaded,S2,25,1,,,,,,,
30/05/2025,10,shaded,S2,13.6,1,,,,,,,
30/05/2025,10,shaded,S2,14.7,1,,,,,,,
30/05/2025,10,shaded,S2,11.5,1,,,,,,,
30/05/2025,10,shaded,S2,21.7,1,,,,,,,
30/05/2025,10,shaded,S2,15,1,,,,,,,
30/05/2025,10,shaded,S2,20.9,1,,,,,,,
30/05/2025,10,shaded,S2,13,1,,,,,,,
30/05/2025,10,shaded,S2,18.3,1,,,,,,,
30/05/2025,10,shaded,S2,18.8,1,,,,,,,
30/05/2025,10,shaded,S2,22.5,1,,,,,,,
30/05/2025,10,shaded,S2,21.6,1,,,,,,,
30/05/2025,10,shaded,S2,17.5,1,,,,,,,
30/05/2025,10,shaded,S2,18.9,1,,,,,,,
30/05/2025,10,shaded,S2,18.4,1,,,,,,,
30/05/2025,10,shaded,S3,12.6,1,,,,,,,
30/05/2025,10,shaded,S3,22.6,1,,,,,,,
30/05/2025,10,shaded,S3,24.4,1,,,,,,,
30/05/2025,10,shaded,S3,20.6,1,,,,,,,
30/05/2025,10,shaded,S3,21.8,1,,,,,,,
30/05/2025,10,shaded,S3,22.4,1,,,,,,,
30/05/2025,10,shaded,S3,29.4,1,,,,,,,
30/05/2025,10,shaded,S3,33.1,1,,,,,,,
30/05/2025,10,shaded,S3,24.3,1,,,,,,,
30/05/2025,10,shaded,S3,25.5,1,,,,,,,
30/05/2025,10,shaded,S3,20.4,1,,,,,,,
30/05/2025,10,shaded,S3,17.6,1,,,,,,,
30/05/2025,10,shaded,S3,10.2,1,,,,,,,
30/05/2025,10,shaded,S3,14.9,1,,,,,,,
30/05/2025,10,shaded,S3,19.7,1,,,,,,,
30/05/2025,10,shaded,S3,43.5,1,,,,,,,
30/05/2025,10,shaded,S3,34.5,1,,,,,,,
30/05/2025,10,shaded,S3,22.5,1,,,,,,,
30/05/2025,10,shaded,S3,21.2,1,,,,,,,
30/05/2025,10,shaded,S3,38.7,1,,,,,,,
30/05/2025,10,shaded,S3,20.4,1,,,,,,,
30/05/2025,10,shaded,S3,37.4,1,,,,,,,
30/05/2025,10,shaded,S3,23,1,,,,,,,
30/05/2025,10,shaded,S3,24.9,1,,,,,,,
30/05/2025,10,shaded,S3,19.1,1,,,,,,,
30/05/2025,10,shaded,S3,20.2,1,,,,,,,
30/05/2025,10,shaded,S3,19.7,1,,,,,,,
30/05/2025,10,shaded,S3,15.8,1,,,,,,,
30/05/2025,10,shaded,S3,10.3,1,,,,,,,
30/05/2025,10,shaded,S3,41.2,1,,,,,,,
30/05/2025,10,shaded,S3,24.5,1,,,,,,,
30/05/2025,10,shaded,S3,27,1,,,,,,,
30/05/2025,10,shaded,S3,20.2,1,,,,,,,
30/05/2025,10,shaded,S3,24.1,1,,,,,,,
30/05/2025,10,shaded,S3,25.3,1,,,,,,,
30/05/2025,10,shaded,S3,24.1,1,,,,,,,
30/05/2025,10,shaded,S3,20.5,1,,,,,,,
30/05/2025,10,control,C1,30.8,1,,,,,,,
30/05/2025,10,control,C1,18.6,1,,,,,,,
30/05/2025,10,control,C1,17.6,1,,,,,,,
30/05/2025,10,control,C1,15.4,1,,,,,,,
30/05/2025,10,control,C1,14.3,1,,,,,,,
30/05/2025,10,control,C1,12.2,1,,,,,,,
30/05/2025,10,control,C1,26.8,1,,,,,,,
30/05/2025,10,control,C1,16.6,1,,,,,,,
30/05/2025,10,control,C1,21.2,1,,,,,,,
30/05/2025,10,control,C1,20.4,1,,,,,,,
30/05/2025,10,control,C1,9.6,1,,,,,,,
30/05/2025,10,control,C1,15.8,1,,,,,,,
30/05/2025,10,control,C1,17.3,1,,,,,,,
30/05/2025,10,control,C1,16.2,1,,,,,,,
30/05/2025,10,control,C1,23.5,1,,,,,,,
30/05/2025,10,control,C1,14.6,1,,,,,,,
30/05/2025,10,control,C1,14.4,1,,,,,,,
30/05/2025,10,control,C1,10.9,1,,,,,,,
30/05/2025,10,control,C1,23.3,1,,,,,,,
30/05/2025,10,control,C1,18.9,1,,,,,,,
30/05/2025,10,control,C1,20.5,1,,,,,,,
30/05/2025,10,control,C1,22.3,1,,,,,,,
30/05/2025,10,control,C1,19.6,1,,,,,,,
30/05/2025,10,control,C1,9.6,1,,,,,,,
30/05/2025,10,control,C1,12.8,1,,,,,,,
30/05/2025,10,control,C1,15.5,1,,,,,,,
30/05/2025,10,control,C1,22.6,1,,,,,,,
30/05/2025,10,control,C1,20.6,1,,,,,,,
30/05/2025,10,control,C1,18,1,,,,,,,
30/05/2025,10,control,C1,20.8,1,,,,,,,
30/05/2025,10,control,C1,21.5,1,,,,,,,
30/05/2025,10,control,C1,24.5,1,,,,,,,
30/05/2025,10,control,C1,21.2,1,,,,,,,
30/05/2025,10,control,C1,17.5,1,,,,,,,
30/05/2025,10,control,C1,11,1,,,,,,,
30/05/2025,10,control,C1,18.2,1,,,,,,,
30/05/2025,10,control,C1,15.7,1,,,,,,,
30/05/2025,10,control,C1,14.1,1,,,,,,,
30/05/2025,10,control,C1,14.9,1,,,,,,,
30/05/2025,10,control,C1,17.3,1,,,,,,,
30/05/2025,10,control,C1,17.4,1,,,,,,,
30/05/2025,10,control,C1,16.5,1,,,,,,,
30/05/2025,10,control,C1,14.8,1,,,,,,,
30/05/2025,10,control,C1,16.9,1,,,,,,,
30/05/2025,10,control,C1,12.1,1,,,,,,,
30/05/2025,10,control,C1,14.3,1,,,,,,,
30/05/2025,10,control,C1,23.4,1,,,,,,,
30/05/2025,10,control,C1,15.7,1,,,,,,,
30/05/2025,10,control,C1,15.2,1,,,,,,,
30/05/2025,10,control,C2,36.5,1,,,,,,,
30/05/2025,10,control,C2,19,1,,,,,,,
30/05/2025,10,control,C2,19.6,1,,,,,,,
30/05/2025,10,control,C2,23.4,1,,,,,,,
30/05/2025,10,control,C2,16,1,,,,,,,
30/05/2025,10,control,C2,12.8,1,,,,,,,
30/05/2025,10,control,C2,7.3,1,,,,,,,
30/05/2025,10,control,C2,25.1,1,,,,,,,
30/05/2025,10,control,C2,16.1,1,,,,,,,
30/05/2025,10,control,C2,18.1,1,,,,,,,
30/05/2025,10,control,C2,9.9,1,,,,,,,
30/05/2025,10,control,C2,23.8,1,,,,,,,
30/05/2025,10,control,C2,21.4,1,,,,,,,
30/05/2025,10,control,C2,19.6,1,,,,,,,
30/05/2025,10,control,C2,13.7,1,,,,,,,
30/05/2025,10,control,C2,18.8,1,,,,,,,
30/05/2025,10,control,C2,8.2,1,,,,,,,
30/05/2025,10,control,C2,22.1,1,,,,,,,
30/05/2025,10,control,C2,27,1,,,,,,,
30/05/2025,10,control,C2,18.3,1,,,,,,,
30/05/2025,10,control,C2,12.1,1,,,,,,,
30/05/2025,10,control,C2,17.7,1,,,,,,,
30/05/2025,10,control,C2,16.6,1,,,,,,,
30/05/2025,10,control,C2,12.9,1,,,,,,,
30/05/2025,10,control,C2,19.3,1,,,,,,,
30/05/2025,10,control,C2,16.9,1,,,,,,,
30/05/2025,10,control,C2,19.2,1,,,,,,,
30/05/2025,10,control,C2,7,1,,,,,,,
30/05/2025,10,control,C2,16.3,1,,,,,,,
30/05/2025,10,control,C3,15.6,1,,,,,,,
30/05/2025,10,control,C3,22.2,1,,,,,,,
30/05/2025,10,control,C3,21.6,1,,,,,,,
30/05/2025,10,control,C3,13.5,1,,,,,,,
30/05/2025,10,control,C3,23.1,1,,,,,,,
30/05/2025,10,control,C3,20.6,1,,,,,,,
30/05/2025,10,control,C3,15,1,,,,,,,
30/05/2025,10,control,C3,22.6,1,,,,,,,
30/05/2025,10,control,C3,34.6,1,,,,,,,
30/05/2025,10,control,C3,35.5,1,,,,,,,
30/05/2025,10,control,C3,20,1,,,,,,,
30/05/2025,10,control,C3,18.3,1,,,,,,,
30/05/2025,10,control,C3,16.5,1,,,,,,,
30/05/2025,10,control,C3,16.4,1,,,,,,,
30/05/2025,10,control,C3,28.9,1,,,,,,,
30/05/2025,10,control,C3,17.3,1,,,,,,,
30/05/2025,10,control,C3,27.2,1,,,,,,,
30/05/2025,10,control,C3,17.5,1,,,,,,,
30/05/2025,10,control,C3,17,1,,,,,,,
30/05/2025,10,control,C3,6.4,1,,6.4,,,,,frutto caduto non maturo
30/05/2025,10,control,C3,17.6,1,,,,,,,
30/05/2025,10,control,C3,18.2,1,,,,,,,
30/05/2025,10,control,C3,16.5,1,,,,,,,
30/05/2025,10,control,C3,17.5,1,,,,,,,
30/05/2025,10,control,C3,15.5,1,,,,,,,
30/05/2025,10,control,C3,17,1,,,,,,,
30/05/2025,10,control,C3,17.5,1,,,,,,,
30/05/2025,10,control,C3,20.9,1,,,,,,,
30/05/2025,10,control,C3,17.2,1,,,,,,,
30/05/2025,10,control,C3,10.4,1,,,,,,,
30/05/2025,10,control,C3,15,1,,,,,,,
30/05/2025,10,control,C3,14.4,1,,,,,,,
30/05/2025,10,control,C3,13.7,1,,,,,,,
03/06/2025,14,shaded,S1,15.93,14,223,,,42.8,19.3,,
03/06/2025,14,shaded,S1,12.09,20,241.7,,,,28.6,,
03/06/2025,14,shaded,S1,11.79,19,224.1,,,,,,
03/06/2025,14,shaded,S1,15.87,16,253.9,,,,,,
03/06/2025,14,shaded,S1,13.91,18,250.4,,,,16.5,,
03/06/2025,14,shaded,S1,13.46,14,188.4,,,,,,
03/06/2025,14,shaded,S1,16.79,16,268.6,,,,,,
03/06/2025,14,shaded,S1,18.37,13,238.8,,,,,,
03/06/2025,14,shaded,S2,14.74,8,117.9,,,,,,
03/06/2025,14,shaded,S2,14.91,17,253.4,,,,,,
03/06/2025,14,shaded,S2,14.96,17,254.4,,,,,,
03/06/2025,14,shaded,S2,13.09,15,196.3,,,,9,,
03/06/2025,14,shaded,S2,15.03,14,210.4,,,,44.9,,
03/06/2025,14,shaded,S2,14.32,16,229.1,,,,,,
03/06/2025,14,shaded,S2,13.66,17,232.2,,,,,,
03/06/2025,14,shaded,S3,17.65,11,194.1,,,,,,
03/06/2025,14,shaded,S3,16.67,14,233.4,,,,11,,
03/06/2025,14,shaded,S3,14.76,16,236.2,,,,,,
03/06/2025,14,shaded,S3,16.09,12,193.1,,,,,,
03/06/2025,14,shaded,S3,10.47,19,198.9,,,,12.8,,
03/06/2025,14,shaded,S3,11.86,16,189.7,,,2.4,,,frutto piccolo 2.4g
03/06/2025,14,control,C1,11.94,14,167.2,,,,,,
03/06/2025,14,control,C1,12.27,18,220.8,,,0.9,,,frutto piccolo 0.9
03/06/2025,14,control,C1,13.96,17,237.4,,,,,,
03/06/2025,14,control,C1,15.25,13,198.2,,,,,,
03/06/2025,14,control,C1,16.14,13,209.8,,,,,,
03/06/2025,14,control,C1,16.08,13,209,,,,,,
03/06/2025,14,control,C2,15.08,13,196.1,,,,,,
03/06/2025,14,control,C2,13.11,16,209.8,,,,15,,
03/06/2025,14,control,C2,14.21,15,213.1,,,,,,
03/06/2025,14,control,C2,13.54,17,230.2,,,,,,
03/06/2025,14,control,C2,14.07,16,225.1,,,,,,
03/06/2025,14,control,C2,11.65,19,221.3,,,,,,
03/06/2025,14,control,C3,12.51,15,187.7,,7.8,3.8,,,"deforme 7.8, piccolo 3.8"
03/06/2025,14,control,C3,12.77,18,229.8,,,,,,
03/06/2025,14,control,C3,15.31,16,245,,,,,,
03/06/2025,14,control,C3,12.56,16,201,,,,,,
03/06/2025,14,control,C3,11.46,15,171.9,,,,,,
06/06/2025,17,shaded,S1,11.38,12,136.5,,,,,,
06/06/2025,17,shaded,S1,15.27,14,213.8,,,,,,
06/06/2025,17,shaded,S1,11.1,17,188.7,,,,,,
06/06/2025,17,shaded,S2,16.93,10,169.3,6.9,,,,,6.9G frutto verde
06/06/2025,17,shaded,S2,16.47,13,214.1,,,,,,
06/06/2025,17,shaded,S2,17.07,12,204.8,,,,,,
06/06/2025,17,shaded,S2,12.13,17,206.2,,,,,,
06/06/2025,17,shaded,S2,16.87,12,202.4,,,,,,
06/06/2025,17,shaded,S2,16.47,10,164.7,,,,,,
06/06/2025,17,shaded,S3,14.73,16,235.7,,,,,,
06/06/2025,17,shaded,S3,17.48,13,227.2,,,,,,
06/06/2025,17,shaded,S3,12.16,17,206.7,,,,,,
06/06/2025,17,control,C1,13.67,15,205.1,,,,,,
06/06/2025,17,control,C1,15.79,14,221.1,,,,,,
06/06/2025,17,control,C1,9.91,18,178.4,,,,,,
06/06/2025,17,control,C1,13.67,13,177.7,,,,,,
06/06/2025,17,control,C1,13.37,13,173.8,,,,,,
06/06/2025,17,control,C1,12.61,15,189.1,,,,,,
06/06/2025,17,control,C1,11.35,19,215.7,,,,,,
06/06/2025,17,control,C1,11,18,198,,,,,,
06/06/2025,17,control,C2,14.19,14,198.6,,,,,,
06/06/2025,17,control,C2,14.59,16,233.4,,,,,,
06/06/2025,17,control,C2,14.61,13,189.9,,,,,,
06/06/2025,17,control,C2,12.33,12,148,,,,,,
06/06/2025,17,control,C2,14.67,17,249.4,,,,,,
06/06/2025,17,control,C2,14.57,15,218.6,,33.4,,,,33.4 g deforme
06/06/2025,17,control,C2,12.04,16,192.7,,,,,,
06/06/2025,17,control,C2,11.76,16,188.1,,,,,,
06/06/2025,17,control,C3,13.87,15,208,,,,,,
06/06/2025,17,control,C3,11.09,15,166.4,,,,,,
06/06/2025,17,control,C3,13.21,15,198.1,,,,,,
06/06/2025,17,control,C3,12.83,15,192.4,,34.1,,,,34.1 g deforme
06/06/2025,17,control,C3,12.03,14,168.4,,,,,,
10/06/2025,21,shaded,S1,11.96,24,287,,,,31,,
10/06/2025,21,shaded,S1,15.36,17,261.2,,,,55.7,,
10/06/2025,21,shaded,S1,13.57,20,271.4,,,,36.1,,
10/06/2025,21,shaded,S1,14.06,20,281.2,,,,44.9,,
10/06/2025,21,shaded,S1,11.2,23,257.5,,,,54.1,,
10/06/2025,21,shaded,S1,,*,283.4,,,,,,
10/06/2025,21,shaded,S1,10.47,27,282.8,,,,29.1,,
10/06/2025,21,shaded,S1,11.74,24,281.8,,,,46.8,,
10/06/2025,21,shaded,S1,4.23,3,12.7,,,12.7,,,
10/06/2025,21,shaded,S2,15.23,21,319.8,,,,110.2,,
10/06/2025,21,shaded,S2,16.12,17,274.1,,,,23.7,,
10/06/2025,21,shaded,S2,14.16,20,283.2,,,,40.5,,
10/06/2025,21,shaded,S2,17.55,17,298.3,,,,46.4,,
10/06/2025,21,shaded,S2,15.99,17,271.8,,,,104.7,,
10/06/2025,21,shaded,S2,13.64,22,300.1,,,,36.5,,
10/06/2025,21,shaded,S2,11.85,22,260.6,,,,171,,
10/06/2025,21,shaded,S2,12.58,24,301.9,,,,101.6,,
10/06/2025,21,shaded,S2,12.31,15,184.6,,,184.6,,,
10/06/2025,21,shaded,S3,16.9,16,270.4,,,,69.5,,
10/06/2025,21,shaded,S3,13.32,19,253.1,,,,19.3,,
10/06/2025,21,shaded,S3,12.79,21,268.6,,,,41.7,,
10/06/2025,21,shaded,S3,16.52,16,264.3,,,,66.3,,
10/06/2025,21,shaded,S3,14.16,17,240.8,,,,22.8,,
10/06/2025,21,shaded,S3,18.45,15,276.7,,,,32.8,,
10/06/2025,21,shaded,S3,13.25,21,278.2,,,,78.8,,
10/06/2025,21,shaded,S3,13.48,21,283,,,,37.6,,
10/06/2025,21,shaded,S3,9.19,10,91.9,,,91.9,,,
10/06/2025,21,control,C1,10.95,21,230,,,,16.3,,
10/06/2025,21,control,C1,10.49,26,272.8,,,,22.8,,
10/06/2025,21,control,C1,12.43,21,261.1,,,,,,
10/06/2025,21,control,C1,10.49,22,230.8,,,,5.6,,
10/06/2025,21,control,C1,14.76,17,250.9,,,,30.5,,
10/06/2025,21,control,C1,11.85,22,260.7,,,,17.4,,
10/06/2025,21,control,C1,14.29,17,243,,,,,,
10/06/2025,21,control,C1,12.89,21,270.6,,,,,,
10/06/2025,21,control,C1,7.12,6,42.7,,,42.7,,,
10/06/2025,21,control,C2,15.43,19,293.1,,,,46.1,,
10/06/2025,21,control,C2,10.44,26,271.4,,,,94.3,,
10/06/2025,21,control,C2,14.6,22,321.3,,,,13.4,,
10/06/2025,21,control,C2,11.61,29,336.7,,,,85.9,,
10/06/2025,21,control,C2,14.5,21,304.6,,,,10.6,,
10/06/2025,21,control,C2,10.17,24,244,,,,10.8,,
10/06/2025,21,control,C2,15.86,17,269.6,,,,30.3,,
10/06/2025,21,control,C2,11.43,24,274.2,,,,74.9,,
10/06/2025,21,control,C2,9.06,7,63.4,,,63.4,,,
10/06/2025,21,control,C3,10.88,24,261,,,,,,
10/06/2025,21,control,C3,12.11,23,278.5,,,,,,
10/06/2025,21,control,C3,10.83,26,281.6,,,,23.2,,
10/06/2025,21,control,C3,12.77,21,268.1,,,,45.8,,
10/06/2025,21,control,C3,13.64,19,259.1,,,,46.8,,
10/06/2025,21,control,C3,,*,236.6,,,,7.5,,
10/06/2025,21,control,C3,14.32,18,257.8,,,,78.6,,
10/06/2025,21,control,C3,12.77,22,281,,,,39.5,,
10/06/2025,21,control,C3,10.56,12,126.7,,,126.7,,,
13/06/2025,24,shaded,S1,12.66,14,177.3,,,8.7,68.9,,
13/06/2025,24,shaded,S1,13.59,13,176.7,,9.8,9.2,46.5,,
13/06/2025,24,shaded,S1,9.86,19,187.4,,18.5,13.2,,,
13/06/2025,24,shaded,S1,8.81,18,158.5,8.9,28.7,15.3,21,,
13/06/2025,24,shaded,S2,9.98,17,169.6,,,16.7,41,,
13/06/2025,24,shaded,S2,12.27,15,184.1,,,,150.5,,
13/06/2025,24,shaded,S2,11.74,17,199.6,,,13.8,82.3,,
13/06/2025,24,shaded,S2,10.89,19,206.9,,23,9.8,82.1,,
13/06/2025,24,shaded,S2,9.6,23,220.7,8.6,21,32.5,27.8,,
13/06/2025,24,shaded,S3,12.96,17,220.4,,,,86.8,,
13/06/2025,24,shaded,S3,7.43,15,111.4,,,21.3,29.9,,
13/06/2025,24,shaded,S3,9.4,21,197.4,,24.8,33.7,45.3,,
13/06/2025,24,shaded,S3,9.27,19,176.2,0.8,18.5,14.6,46.1,,
13/06/2025,24,shaded,S3,13.74,14,192.3,,10.5,,32.4,,
13/06/2025,24,shaded,S3,11.05,15,165.8,,,37.8,13.4,,
13/06/2025,24,shaded,S3,11.77,18,211.8,,,11,48.5,,
13/06/2025,24,control,C1,8.5,3,25.5,,,25.5,,,
13/06/2025,24,control,C1,8.77,26,227.9,,,22.6,41.1,,
13/06/2025,24,control,C1,8,23,184.1,,,27.2,14.4,,
13/06/2025,24,control,C1,6.98,25,174.6,,,61.5,,,
13/06/2025,24,control,C2,7.76,16,124.2,,9.8,18.2,9.3,,
13/06/2025,24,control,C2,13.63,15,204.5,,11.8,4.3,16.4,,
13/06/2025,24,control,C2,8.63,26,224.4,,28.6,43.8,76.8,,
13/06/2025,24,control,C2,4.86,45,218.8,,,218.8,,,
13/06/2025,24,control,C2,10.1,21,212,,,27.7,50.1,,
13/06/2025,24,control,C3,3.16,21,66.3,,,66.3,,,
13/06/2025,24,control,C3,9.35,25,233.8,,14.5,33.2,10.7,,
13/06/2025,24,control,C3,11.92,19,226.4,,0.5,35.2,46.9,,
13/06/2025,24,control,C3,8.36,24,200.6,,,38.9,22.3,,
16/06/2025,27,shaded,S1,10.67,6,64,,,,40.2,,
16/06/2025,27,shaded,S1,8.74,21,183.6,,33,6.9,84.8,,
16/06/2025,27,shaded,S1,8.54,25,213.6,,9,45.7,79.3,,
16/06/2025,27,shaded,S1,9.62,17,163.6,,,36.9,80,,
16/06/2025,27,shaded,S2,7.39,10,73.9,,,,65.4,,
16/06/2025,27,shaded,S2,9.3,10,93,,,7.5,25.2,,
16/06/2025,27,shaded,S2,5.96,20,119.2,,,37.9,42.8,,
16/06/2025,27,shaded,S2,8.37,25,209.2,,,12,101.7,,
16/06/2025,27,shaded,S3,3.76,21,79,,,42.3,36.7,,
16/06/2025,27,shaded,S3,9.79,17,166.5,,,19.9,51,,
16/06/2025,27,shaded,S3,6.9,26,179.5,,7.2,36.1,88.9,,
16/06/2025,27,shaded,S3,7.24,22,159.2,,,49.3,55.8,,
16/06/2025,27,control,C1,7.61,15,114.1,,,21.2,37.6,,
16/06/2025,27,control,C1,7.88,17,133.9,,,31.6,49.5,,
16/06/2025,27,control,C1,5.32,29,154.2,,,34.6,30,,
16/06/2025,27,control,C2,7.31,14,102.4,,,19.4,35.8,,
16/06/2025,27,control,C2,7.46,19,141.7,,5.8,30.7,42.9,,
16/06/2025,27,control,C2,5.24,28,146.7,,,35,69.2,,
16/06/2025,27,control,C3,7.49,13,97.4,,,13.9,31.2,,
16/06/2025,27,control,C3,7.61,16,121.7,,,58.6,19.1,,
16/06/2025,27,control,C3,7.43,23,170.9,,,28.9,61.5,,
16/06/2025,27,control,C3,4.5,22,99,,,54.8,,,
